JD ID for Subcribing Institution,625,,,,,,,,,,
SO Identifier,wiley_full collection_2012-2014_nesli2,,,,,,,,,,
Subscription Term Start Year,2012,,,,,,,,,,
Subscription Term End Year,2014,,,,,,,,,,
included_st, publication_title,print_identifier,online_identifier,date_first_issue_subscribed,num_first_vol_subscribed,num_first_issue_subscribed,date_last_issue_subscribed,num_last_vol_subscribed,num_last_issue_subscribed,embargo_info,core_title
,INTERNATIONAL JOURNAL OF CANCER,0020-7136,1097-0215,1997,,,,,,,
,INTERNATIONAL JOURNAL OF CHEMICAL KINETICS,0538-8066,1097-4601,1997,,,,,,,
,INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS,0098-9886,1097-007X,1997,,,,,,,
,INTERNATIONAL JOURNAL OF CLIMATOLOGY,0899-8418,1097-0088,1997,,,,,,,
,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,1368-5031,1742-1241,2004,58,,,,,,
,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,1074-5351,1099-1131,1997,,,,,,,
,INTERNATIONAL JOURNAL OF CONSUMER STUDIES,1470-6423,1470-6431,1997,22,,,,,,
,INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,0142-5463,1468-2494,1997,19,,,,,,
,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,1364-727X,1471-0307,1997,50,,,,,,
,INTERNATIONAL JOURNAL OF DENTAL HYGIENE,1601-5029,1601-5037,2003,1,,,,,,
,INTERNATIONAL JOURNAL OF DERMATOLOGY,0011-9059,1365-4632,1997,36,,,,,,
,INTERNATIONAL JOURNAL OF EATING DISORDERS,0276-3478,1098-108X,1997,,,,,,,
,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,0363-907X,1099-114X,1997,,,,,,,
,INTERNATIONAL JOURNAL OF EVIDENCE BASED HEALTHCARE,1744-1595,1744-1609,2005,3,,,,,,
,INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,0959-9673,1365-2613,1997,78,,,,,,
,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,1076-9307,1099-1158,1997,,,,,,,Y
,INTERNATIONAL JOURNAL OF FOOD SCIENCE & TECHNOLOGY,0950-5423,1365-2621,1997,32,,,,,,
,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,0885-6230,1099-1166,1997,,,,,,,Y
,INTERNATIONAL JOURNAL OF HEALTH PLANNING AND  MANAGEMENT,0749-6753,1099-1751,1997,,,,,,,
,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND  TECHNOLOGY,0899-9457,1098-1098,1997,,,,,,,
,INTERNATIONAL JOURNAL OF IMMUNOGENETICS,1744-3121,1744-313X,1997,24,,,,,,
,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,0884-8173,1098-111X,1997,,,,,,,
,INTERNATIONAL JOURNAL OF JAPANESE SOCIOLOGY,0918-7545,1475-6781,1997,6,,,,,,
,INTERNATIONAL JOURNAL OF LABORATORY HEMATOLOGY,1751-5521,1751-553X,1997,19,,,,,,
,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS,1368-2822,1460-6984,1997,32,,,,,,
,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,1460-8545,1468-2370,1999,1,,,,,,Y
,INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING,1445-8330,1447-0349,1999,11,,,,,,
,INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,1049-8931,1557-0657,1998,7,,,,,,
,INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY,1057-2414,1095-9270,1997,26,,,,,,
,INTERNATIONAL JOURNAL OF NETWORK MANAGEMENT,1055-7148,1099-1190,1997,,,,,,,
,INTERNATIONAL JOURNAL OF NONPROFIT & VOLUNTARY SECTOR MARKETING (ELECTRONIC),1465-4520,1479-103X,1999,4,,,,,,Y
,"INTERNATIONAL JOURNAL OF NUMERICAL MODELLING: ELECTRONIC NETWORKS, DEVICES AND FIELDS",0894-3370,1099-1204,1997,,,,,,,
,INTERNATIONAL JOURNAL OF NURSING KNOWLEDGE,2047-3087,2047-3095,2012,23,,,,,,
,INTERNATIONAL JOURNAL OF NURSING PRACTICE,1322-7114,1440-172X,1997,3,,,,,,Y
,INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING,1748-3735,1748-3743,2006,1,,,,,,
,INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,1047-482X,1099-1212,1997,,,,,,,
,INTERNATIONAL JOURNAL OF PAEDIATRIC DENTISTRY,0960-7439,1365-263X,1997,7,,,,,,
,INTERNATIONAL JOURNAL OF PHARMACY PRACTICE,0961-7671,2042-7174,2009,17,,,,,,
,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,0020-7608,1097-461X,1997,,,,,,,
,INTERNATIONAL JOURNAL OF RF AND MICROWAVE  COMPUTER-AIDED ENGINEERING,1096-4290,1099-047X,1997,,,,,,,
,INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES,1756-1841,1756-185X,2002,11,,,,,,
,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,1049-8923,1099-1239,1997,,,,,,,
,INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,1542-0973,1542-0981,1997,,,,,,,
,INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,0965-075X,1468-2389,1997,5,,,,,,
,INTERNATIONAL JOURNAL OF SOCIAL WELFARE,1369-6866,1468-2397,1997,6,,,,,,Y
,INTERNATIONAL JOURNAL OF STROKE,1747-4930,1747-4949,2006,1,,,,,,
,INTERNATIONAL JOURNAL OF SYSTEMATIC THEOLOGY,1463-1652,1468-2400,1999,1,,,,,,
,INTERNATIONAL JOURNAL OF TOURISM RESEARCH,1099-2340,1522-1970,1999,1,,,,,,Y
,INTERNATIONAL JOURNAL OF TRAINING AND DEVELOPMENT,1360-3736,1468-2419,1997,1,,,,,,
,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317,1468-2427,1997,21,,,,,,
,INTERNATIONAL JOURNAL OF UROLOGY,0919-8172,1442-2042,1997,4,,,,,,
,INTERNATIONAL LABOUR REVIEW,0020-7780,1564-913X,1999,138,,,,,,Y
,INTERNATIONAL MIGRATION,0020-7985,1468-2435,1997,35,,,,,,
,INTERNATIONAL MIGRATION REVIEW,0197-9183,1747-7379,2001,35,,,,,,
,INTERNATIONAL NURSING REVIEW,0020-8132,1466-7657,1998,45,,,,,,
,INTERNATIONAL POLITICAL SOCIOLOGY,1749-5679,1749-5687,2007,1,,,,,,
,INTERNATIONAL REVIEW OF FINANCE,1369-412X,1468-2443,2000,1,,,,,,
,INTERNATIONAL REVIEW OF HYDROBIOLOGY,1434-2944,1522-2632,2000,85,,,,,,
,INTERNATIONAL REVIEW OF MISSION,0020-8582,1758-6631,1997,86,,,,,,
,INTERNATIONAL SOCIAL SCIENCE JOURNAL,0020-8701,1468-2451,1998,50,,,,,,Y
,INTERNATIONAL SOCIAL SECURITY REVIEW,0020-871X,1468-246X,1997,50,,,,,,
,INTERNATIONAL STATISTICAL REVIEW,0306-7734,1751-5823,1997,65,,,,,,
,INTERNATIONAL STUDIES PERSPECTIVES,1528-3577,1528-3585,2000,1,,,,,,
,INTERNATIONAL STUDIES QUARTERLY,0020-8833,1468-2478,1997,41,,,,,,
,INTERNATIONAL STUDIES REVIEW,1521-9488,1468-2486,1997,1,,,,,,
,INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH,0969-6016,1475-3995,1997,,,,,,,Y
,INTERNATIONAL WOUND JOURNAL,1742-4801,1742-481X,2004,1,,,,,,
,INTERNATIONAL ZOO YEARBOOK,0074-9664,1748-1090,1997,35,,,,,,Y
,INTERNATIONALE REVUE FUR SOZIALE SICHERHEIT,0379-0282,1752-1726,2007,60,,,,,,
,INVERTEBRATE BIOLOGY,1077-8306,1744-7410,2000,119,,,,,,
,IRRIGATION AND DRAINAGE,1531-0353,1531-0361,2001,50,,,,,,
,ISBT SCIENCE SERIES: THE INTERNATIONAL JOURNAL OF INTRACELLULAR TRANSPORT,1751-2816,1751-2824,2006,1,,,,,,
,ISLAND ARC,1038-4871,1440-1738,1997,6,,,,,,
,JAPAN JOURNAL OF NURSING SCIENCE,1742-7932,1742-7924,2004,1,,,,,,
,JAPANESE PSYCHOLOGICAL RESEARCH,0021-5368,1468-5884,1997,39,,,,,,
,JCMS: JOURNAL OF COMMON MARKET STUDIES,0021-9886,1468-5965,1997,35,,,,,,Y
,JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,1610-0379,1610-0387,2003,1,,,,,,
,JOURNAL FOR EIGHTEENTH-CENTURY STUDIES,1754-0194,1754-0208,1997,20,,,,,,
,JOURNAL FOR HEALTHCARE QUALITY,1062-2551,1945-1474,2009,31,,,,,,
,JOURNAL FOR SPECIALISTS IN PEDIATRIC NURSING,1539-0136,1744-6155,1997,2,,,,,,
,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0021-8294,1468-5906,2000,39,,,,,,
,JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,0021-8308,1468-5914,1997,27,,,,,,Y
,JOURNAL OF ADVANCED NURSING,0309-2402,1365-2648,1997,25,,,,,,Y
,JOURNAL OF AESTHETICS AND ART CRITICISM,0021-8529,1540-6245,2001,59,,,,,,
,JOURNAL OF AGRARIAN CHANGE,1471-0358,1471-0366,2001,1,,,,,,
,JOURNAL OF AGRICULTURAL ECONOMICS,0021-857X,1477-9552,1997,48,,,,,,
,JOURNAL OF AGRONOMY AND CROP SCIENCE,0931-2250,1439-037X,1997,170,,,,,,
,JOURNAL OF AMERICAN GERIATRICS SOCIETY,0002-8614,1532-5415,2001,49,,,,,,
,JOURNAL OF ANATOMY,0021-8782,1469-7580,1997,190,,,,,,
,JOURNAL OF ANIMAL BREEDING AND GENETICS,0931-2668,1439-0388,1999,116,,,,,,
,JOURNAL OF ANIMAL ECOLOGY,0021-8790,1365-2656,1998,67,,,,,,
,JOURNAL OF ANIMAL PHYSIOLOGY AND NUTRITION,0931-2439,1439-0396,1997,77,,,,,,
,JOURNAL OF APPLIED BIOBEHAVIORAL RESEARCH,1071-2089,1751-9861,1997,,,,,,,
,JOURNAL OF APPLIED CRYSTALLOGRAPHY,0021-8898,1600-5767,1997,30,,,,,,
,JOURNAL OF APPLIED ECOLOGY,0021-8901,1365-2664,1998,35,,,,,,
,JOURNAL OF APPLIED ECONOMETRICS,0883-7252,1099-1255,1997,,,,,,,
,JOURNAL OF APPLIED ENTOMOLOGY,0931-2048,1439-0418,1997,121,,,,,,
,JOURNAL OF APPLIED ICHTHYOLOGY,0175-8659,1439-0426,1997,13,,,,,,
,JOURNAL OF APPLIED MICROBIOLOGY,1364-5072,1365-2672,1997,82,,,,,,Y
,JOURNAL OF APPLIED PHILOSOPHY,0264-3758,1468-5930,1997,14,,,,,,
,JOURNAL OF APPLIED POLYMER SCIENCE,0021-8995,1097-4628,1997,,,,,,,
,JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,1360-2322,1468-3148,1997,10,,,,,,Y
,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,0021-9029,1559-1816,1997,27,,,,,,
,JOURNAL OF APPLIED TOXICOLOGY,0260-437X,1099-1263,1997,,,,,,,
,JOURNAL OF ARCHITECTURAL EDUCATION,1046-4883,1531-314X,1999,53,,,,,,
,JOURNAL OF AVIAN BIOLOGY,0908-8857,1600-048X,2000,31,,,,,,
,JOURNAL OF BASIC MICROBIOLOGY,0233-111X,1521-4028,1998,38,,,,,,
,JOURNAL OF BEHAVIORAL DECISION MAKING,0894-3257,1099-0771,1997,,,,,,,
,JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,1095-6670,1099-0461,1997,,,,,,,
,JOURNAL OF BIOGEOGRAPHY,0305-0270,1365-2699,1997,24,,,,,,
,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,1549-3296,1552-4965,1997,,,,,,,
,JOURNAL OF BUSINESS FINANCE & ACCOUNTING,0306-686X,1468-5957,1997,24,,,,,,Y
,JOURNAL OF BUSINESS LOGISTICS,0735-3766,2158-1592,1997,,,,,,,
,JOURNAL OF CARDIAC SURGERY,0886-0440,1540-8191,1997,12,,,,,,
,JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,1045-3873,1540-8167,1997,8,,,,,,
,JOURNAL OF CELLULAR BIOCHEMISTRY,0730-2312,1097-4644,1997,,,,,,,
,JOURNAL OF CELLULAR PHYSIOLOGY,0021-9541,1097-4652,1997,,,,,,,
,JOURNAL OF CHEMICAL TECHNOLOGY & BIOTECHNOLOGY,0268-2575,1097-4660,1997,,,,,,,
,JOURNAL OF CHEMOMETRICS,0886-9383,1099-128X,1997,,,,,,,
,JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRIC NURSING,1073-6077,1744-6171,1997,10,,,,,,Y
,JOURNAL OF CHINESE PHILOSOPHY,0301-8121,1540-6253,1997,24,,,,,,
,JOURNAL OF CLINICAL APHERESIS,0733-2459,1098-1101,1997,,,,,,,
,JOURNAL OF CLINICAL LABORATORY ANALYSIS,0887-8013,1098-2825,1997,,,,,,,
,JOURNAL OF CLINICAL NURSING,0962-1067,1365-2702,1997,6,,,,,,Y
,JOURNAL OF CLINICAL PERIODONTOLOGY,0303-6979,1600-051X,1997,24,,,,,,
,JOURNAL OF CLINICAL PHARMACY & THERAPEUTICS,0269-4727,1365-2710,1997,22,,,,,,
,JOURNAL OF CLINICAL PSYCHOLOGY,0021-9762,1097-4679,1997,,,,,,,
,JOURNAL OF CLINICAL ULTRASOUND,0091-2751,1097-0096,1997,,,,,,,Y
,JOURNAL OF COLLEGE COUNSELING,1099-0399,2161-1882,1998,1,,,,,,
,JOURNAL OF COMBINATORIAL DESIGNS,1063-8539,1520-6610,1997,,,,,,,
,JOURNAL OF COMMUNICATION,0021-9916,1460-2466,1997,47,,,,,,
,JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY,1052-9284,1099-1298,1997,,,,,,,Y
,JOURNAL OF COMMUNITY PSYCHOLOGY,0090-4392,1520-6629,1997,,,,,,,
,JOURNAL OF COMPUTATIONAL CHEMISTRY,0192-8651,1096-987X,1997,,,,,,,
,JOURNAL OF COMPUTER ASSISTED LEARNING,0266-4909,1365-2729,1997,13,,,,,,
,JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,-,1083-6101,1997,,,,,,,
,JOURNAL OF CONSUMER AFFAIRS,0022-0078,1745-6606,1997,31,,,,,,
,JOURNAL OF CONSUMER BEHAVIOUR,1472-0817,1479-1838,2001,1,,,,,,
,JOURNAL OF CONTEMPORARY WATER RESOURCE & EDUCATION,1936-7031,1936-704X,2004,128,,,,,,
,JOURNAL OF CONTINGENCIES AND CRISIS MANAGEMENT,0966-0879,1468-5973,1997,5,,,,,,
,JOURNAL OF CORPORATE ACCOUNTING & FINANCE,1044-8136,1097-0053,1999,11,,,,,,Y
,JOURNAL OF COSMETIC DERMATOLOGY,1473-2130,1473-2165,2002,1,,,,,,
,JOURNAL OF COUNSELING & DEVELOPMENT,0748-9633,1556-6678,,,,,,,,Y
,JOURNAL OF CUTANEOUS PATHOLOGY,0303-6987,1600-0560,1997,24,,,,,,
,JOURNAL OF DIGESTIVE DISEASES,1751-2972,1751-2980,2000,8,,,,,,
,JOURNAL OF ECOLOGY,0022-0477,1365-2745,1998,86,,,,,,
,JOURNAL OF ECONOMIC SURVEYS,0950-0804,1467-6419,1997,11,,,,,,
,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,1058-6407,1530-9134,1997,6,,,,,,
,JOURNAL OF EDUCATIONAL MEASUREMENT,0022-0655,1745-3984,1997,34,,,,,,
,JOURNAL OF EMPIRICAL LEGAL STUDIES,1740-1453,1740-1461,2004,1,,,,,,
,JOURNAL OF EMPLOYMENT COUNSELING,0022-0787,2161-1920,,,,,,,,
,JOURNAL OF ESTHETIC AND RESTORATIVE DENTISTRY,1496-4155,1708-8240,1997,9,,,,,,
,JOURNAL OF EVALUATION IN CLINICAL PRACTICE (ELECTRONIC),1356-1294,1365-2753,1997,3,,,,,,
,JOURNAL OF EVOLUTIONARY BIOLOGY,1010-061X,1420-9101,1997,10,,,,,,
,JOURNAL OF FAMILY THEORY & REVIEW,1756-2570,1756-2589,2009,1,,,,,,
,JOURNAL OF FAMILY THERAPY,0163-4445,1467-6427,1997,19,,,,,,
,JOURNAL OF FIELD ORNITHOLOGY,0273-8570,1557-9263,2006,77,,,,,,
,JOURNAL OF FIELD ROBOTICS,1556-4959,1556-4967,1997,,,,,,,Y
,JOURNAL OF FISH BIOLOGY,0022-1112,1095-8649,1997,50,,,,,,
,JOURNAL OF FISH DISEASES,0140-7775,1365-2761,1997,20,,,,,,
,JOURNAL OF FOOD BIOCHEMISTRY (ELECTRONIC),0145-8884,1745-4514,1997,21,,,,,,
,JOURNAL OF FOOD PROCESS ENGINEERING (ELECTRONIC),0145-8876,1745-4530,1997,20,,,,,,
,JOURNAL OF FOOD PROCESSING AND PRESERVATION (ELECTRONIC),0145-8892,1745-4549,1997,21,,,,,,
,JOURNAL OF FOOD QUALITY (ELECTRONIC),0146-9428,1745-4557,1997,20,,,,,,
,JOURNAL OF FOOD SAFETY (ELECTRONIC),0149-6085,1745-4565,1997,17,,,,,,Y
,JOURNAL OF FOOD SCIENCE,0022-1147,1750-3841,1997,62,,,,,,
,JOURNAL OF FOOD SCIENCE EDUCATION,-,1541-4329,2002,1,,,,,,
,JOURNAL OF FORECASTING,0277-6693,1099-131X,1997,,,,,,,Y
,JOURNAL OF FORENSIC NURSING,1556-3693,1939-3938,2005,1,,,,,,
,JOURNAL OF FORENSIC SCIENCES,0022-1198,1556-4029,2006,51,,,,,,
,JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,0815-9319,1440-1746,1997,12,,,,,,
,JOURNAL OF GRAPH THEORY,0364-9024,1097-0118,1997,,,,,,,
,JOURNAL OF HEALTHCARE RISK MANAGEMENT,1074-4797,2040-0861,1997,17,,,,,,
,JOURNAL OF HISTORICAL SOCIOLOGY,0952-1909,1467-6443,1997,10,,,,,,
,JOURNAL OF HUMAN NUTRITION & DIETETICS,0952-3871,1365-277X,1997,10,,,,,,Y
,JOURNAL OF HUMANISTIC COUNSELING,2159-0311,2161-1939,,,,,,,,
,JOURNAL OF INDUSTRIAL ECOLOGY,1088-1980,1530-9290,1997,1,,,,,,
,JOURNAL OF INTEGRATIVE PLANT BIOLOGY,1672-9072,1744-7909,2005,47,,,,,,
,JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,0964-2633,1365-2788,1997,41,,,,,,
,JOURNAL OF INTERIOR DESIGN,1071-7641,1939-1668,1997,23,,,,,,
,JOURNAL OF INTERNAL MEDICINE,0954-6820,1365-2796,1997,241,,,,,,
,JOURNAL OF INTERNATIONAL DEVELOPMENT,0954-1748,1099-1328,1997,,,,,,,
,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,0954-1314,1467-646X,1997,8,,,,,,Y
,JOURNAL OF INTERVENTIONAL CARDIOLOGY,0896-4327,1540-8183,1997,10,,,,,,
,JOURNAL OF INVESTIGATIVE PSYCHOLOGY AND OFFENDER  PROFILING,1544-4759,1544-4767,2004,1,,,,,,Y
,JOURNAL OF LABELLED COMPOUNDS AND  RADIOPHARMACEUTICALS,0362-4803,1099-1344,1997,,,,,,,
,JOURNAL OF LATIN AMERICAN & CARIBBEAN ANTHROPOLOGY,1935-4932,1935-4940,1997,2,,,,,,
,JOURNAL OF LAW AND SOCIETY,0263-323X,1467-6478,1997,24,,,,,,
,JOURNAL OF LEADERSHIP STUDIES,1935-2611,1935-262X,2007,1,,,,,,
,JOURNAL OF LEGAL STUDIES EDUCATION,0896-5811,1744-1722,1997,15,,,,,,
,JOURNAL OF LINGUISTIC ANTHROPOLOGY,1055-1360,1548-1395,1997,7,,,,,,
,JOURNAL OF MAGNETIC RESONANCE IMAGING,1053-1807,1522-2586,1999,9,,,,,,Y
,JOURNAL OF MANAGEMENT STUDIES,0022-2380,1467-6486,1997,34,,,,,,Y
,JOURNAL OF MARITAL AND FAMILY THERAPY,0194-472X,1752-0606,1997,23,,,,,,
,JOURNAL OF MARRIAGE AND FAMILY,0022-2445,1741-3737,2000,62,,,,,,
,JOURNAL OF MASS SPECTROMETRY  (INCORP BIOLOGICAL  MASS SPECTROMETRY),1076-5174,1096-9888,1997,,,,,,,
,JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY,1754-9477,1754-9485,1997,41,,,,,,
,JOURNAL OF MEDICAL PRIMATOLOGY (ELECTRONIC),0047-2565,1600-0684,1999,29,,,,,,
,JOURNAL OF MEDICAL VIROLOGY,0146-6615,1096-9071,1997,,,,,,,
,JOURNAL OF METAMORPHIC GEOLOGY,0263-4929,1525-1314,1997,15,,,,,,
,JOURNAL OF MICROSCOPY,0022-2720,1365-2818,1997,185,,,,,,
,JOURNAL OF MIDWIFERY AND WOMEN'S HEALTH,1526-9523,1542-2011,1997,42,,,,,,Y
,JOURNAL OF MOLECULAR RECOGNITION  (ELECTRONIC),0952-3499,1099-1352,1997,,,,,,,
,"JOURNAL OF MONEY, CREDIT AND BANKING",0022-2879,1538-4616,2007,39,,,,,,Y
,JOURNAL OF MORPHOLOGY,0362-2525,1097-4687,1997,,,,,,,
,JOURNAL OF MULTI CRITERIA DECISION ANALYSIS,1057-9214,1099-1360,1997,,,,,,,
,JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,0883-8534,2161-1912,,,,,,,,
,JOURNAL OF NEUROCHEMISTRY,0022-3042,1471-4159,1997,68,,,,,,
,JOURNAL OF NEUROENDOCRINOLOGY,0953-8194,1365-2826,1997,9,,,,,,
,JOURNAL OF NEUROIMAGING,1051-2284,1552-6569,2001,11,,,,,,
,JOURNAL OF NEUROPSYCHOLOGY,1748-6645,1748-6653,2007,1,,,,,,
,JOURNAL OF NEUROSCIENCE RESEARCH,0360-4012,1097-4547,1997,,,,,,,
,JOURNAL OF NURSING MANAGEMENT,0966-0429,1365-2834,1997,5,,,,,,Y
,JOURNAL OF NURSING SCHOLARSHIP,1527-6546,1547-5069,1997,29,,,,,,Y
,"JOURNAL OF OBSTETRIC, GYNECOLOGIC & NEONATAL NURSING",0884-2175,1552-6909,1997,26,,,,,,Y
,JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH (ELECTRONIC),1341-8076,1447-0756,1997,23,,,,,,
,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,0963-1798,2044-8325,1999,72,,,,,,Y
,JOURNAL OF ORAL PATHOLOGY & MEDICINE,0904-2512,1600-0714,1997,26,,,,,,
,JOURNAL OF ORAL REHABILITATION,0305-182X,1365-2842,1997,24,,,,,,
,JOURNAL OF ORGANIZATIONAL BEHAVIOR,0894-3796,1099-1379,1997,,,,,,,Y
,JOURNAL OF ORTHOPAEDIC RESEARCH,0736-0266,1554-527X,2001,19,,,,,,
,JOURNAL OF PAEDIATRICS AND CHILD HEALTH,1034-4810,1440-1754,1997,33,,,,,,Y
,JOURNAL OF PEPTIDE SCIENCE,1075-2617,1099-1387,1997,,,,,,,
,JOURNAL OF PERIODONTAL RESEARCH,0022-3484,1600-0765,1997,32,,,,,,
,JOURNAL OF PERSONALITY,0022-3506,1467-6494,1997,65,,,,,,
,JOURNAL OF PETROLEUM GEOLOGY,0141-6421,1747-5457,1997,20,,,,,,
,JOURNAL OF PHARMACEUTICAL SCIENCES,0022-3549,1520-6017,1997,,,,,,,
,JOURNAL OF PHARMACY AND PHARMACOLOGY: AN INTERNATIONAL JOURNAL OF PHARMACEUTICAL SCIENCE,0022-3573,2042-7158,1997,49,,,,,,
,JOURNAL OF PHILOSOPHY OF EDUCATION,0309-8249,1467-9752,1997,31,,,,,,
,JOURNAL OF PHYCOLOGY,0022-3646,1529-8817,1997,33,,,,,,
,JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,0894-3230,1099-1395,1997,,,,,,,
,JOURNAL OF PHYTOPATHOLOGY,0931-1785,1439-0434,1997,144,,,,,,
,JOURNAL OF PINEAL RESEARCH (ELECTRONIC),0742-3098,1600-079X,1997,22,,,,,,
,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,1436-8730,1522-2624,1999,162,,,,,,
,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,0276-8739,1520-6688,1997,,,,,,,
,JOURNAL OF POLICY AND PRACTICE IN INTELLECTUAL DISABILITIES,1741-1122,1741-1130,2004,1,,,,,,Y
,JOURNAL OF POLYMER SCIENCE (IN TWO SECTIONS),0360-6376,1099-0518,1997,,,,,,,
,JOURNAL OF POPULAR MUSIC STUDIES,1524-2226,1533-1598,1997,9,,,,,,
,JOURNAL OF PROSTHODONTICS,1059-941X,1532-849X,1997,6,,,,,,Y
,JOURNAL OF PSYCHIATRIC & MENTAL HEALTH NURSING,1351-0126,1365-2850,1997,4,,,,,,Y
,JOURNAL OF PSYCHOLOGICAL ISSUES IN ORGANIZATIONAL CULTURE,2041-8418,2041-8426,2010,1,,,,,,Y
,JOURNAL OF PUBLIC AFFAIRS,1472-3891,1479-1854,2001,1,,,,,,
,JOURNAL OF PUBLIC ECONOMIC THEORY,1097-3923,1467-9779,1999,1,,,,,,
,JOURNAL OF PUBLIC HEALTH DENTISTRY,0022-4006,1752-7325,1997,57,,,,,,
,JOURNAL OF QUATERNARY SCIENCE,0267-8179,1099-1417,1997,,,,,,,
,JOURNAL OF RAMAN SPECTROSCOPY,0377-0486,1097-4555,1997,,,,,,,
,JOURNAL OF REGIONAL SCIENCE,0022-4146,1467-9787,1997,37,,,,,,
,JOURNAL OF RELIGIOUS ETHICS,0384-9694,1467-9795,1999,27,,,,,,
,JOURNAL OF RELIGIOUS HISTORY,0022-4227,1467-9809,1997,21,,,,,,
,JOURNAL OF RENAL CARE,1755-6678,1755-6686,2008,34,,,,,,
,JOURNAL OF RESEARCH IN READING,0141-0423,1467-9817,1997,20,,,,,,
,JOURNAL OF RESEARCH IN SCIENCE TEACHING,0022-4308,1098-2736,1997,,,,,,,
,JOURNAL OF RESEARCH IN SPECIAL EDUCATIONAL NEEDS,-,1471-3802,2001,1,,,,,,
,JOURNAL OF RESEARCH ON ADOLESCENCE,1050-8392,1532-7795,2001,11,,,,,,
,JOURNAL OF RISK AND INSURANCE,0022-4367,1539-6975,2002,69,,,,,,
,JOURNAL OF SCHOOL HEALTH,0022-4391,1746-1561,1997,67,,,,,,
,JOURNAL OF SENSORY STUDIES,0887-8250,1745-459X,1997,12,,,,,,
,JOURNAL OF SEPARATION SCIENCE,1615-9306,1615-9314,1998,21,,,,,,
,JOURNAL OF SLEEP RESEARCH,0962-1105,1365-2869,1997,6,,,,,,
,JOURNAL OF SMALL ANIMAL PRACTICE,0022-4510,1748-5827,1997,38,,,,,,
,JOURNAL OF SMALL BUSINESS MANAGEMENT,0047-2778,1540-627X,2001,39,,,,,,
,JOURNAL OF SOCIAL ISSUES,0022-4537,1540-4560,1997,53,,,,,,
,JOURNAL OF SOCIAL PHILOSOPHY,0047-2786,1467-9833,1997,28,,,,,,
,JOURNAL OF SOCIOLINGUISTICS,1360-6441,1467-9841,1997,1,,,,,,Y
,JOURNAL OF SOFTWARE:  EVOLUTION AND PROCESS,2047-7473,2047-7481,2012,24,,,,,,
,JOURNAL OF SUPPLY CHAIN MANAGEMENT,1523-2409,1745-493X,1997,33,,,,,,Y
,JOURNAL OF SUPREME COURT HISTORY,1059-4329,1540-5818,1997,22,,,,,,
